Programm log: 0.014893054962: Including mr_ses 0.019701004028: Including mr_sql 0.023802995682: Database connected 0.023941993713: SELECT * FROM mr_sessions WHERE user_id IS NULL AND remote_addr='84.237.120.114' 0.024972915649: DELETE FROM mr_sessions WHERE timeМосква
Мурманск
Архангельск
Астрахань
Белгород
Нижний Новгород
Новосибирск
Брянск
Омск
Орёл
Оренбург
Владимир
Волгоград
Вологда
Пенза
Воронеж
Пермь
Псков
Рязань
Самара
Санкт-Петербург
Саратов
Смоленск
Иваново
Иркутск
Калининград
Калуга
Тамбов
Кемерово
Тверь
Киров
Томск
Тула
Тюмень
Ульяновск
Кострома
Челябинск
Курган
Курск
Чита
Липецк
Магадан
Ярославль


cities in regs: 195
Шимановск (Амурская область)
Ливны (Орловская область)
Шиханы (Саратовская область)
Шлиссельбург (Ленинградская область)
Шумерля (Чувашская Республика-Чувашия)
Липки (Тульская область)
Шумиха (Курганская область)
Лиски (Воронежская область)
Шуя (Ивановская область)
Лихославль (Тверская область)
Щёкино (Тульская область)
Лобня (Московская область)
Щёлково (Московская область)
Щербинка (Московская область)
Лосино-Петровский (Московская область)
Щигры (Курская область)
Луга (Ленинградская область)
Щучье (Курганская область)
Луза (Кировская область)
Электрогорск (Московская область)
Лукоянов (Нижегородская область)
Луховицы (Московская область)
Электроугли (Московская область)
Лысково (Нижегородская область)
Элиста (Республика Калмыкия)
Лысьва (Пермский край)
Лыткарино (Московская область)
Эртиль (Воронежская область)
Льгов (Курская область)
Юбилейный (Московская область)
Любань (Ленинградская область)
Югорск (Ханты-Мансийский автономный округ - Югра)
Южа (Ивановская область)
Любим (Ярославская область)
Людиново (Калужская область)
Южно-Сухокумск (Республика Дагестан)
Лянтор (Ханты-Мансийский автономный округ - Югра)
Юрга (Кемеровская область)
Магас (Республика Ингушетия)
Юрьевец (Ивановская область)
Юрюзань (Челябинская область)
Майский (Кабардино-Балкарская Республика)
Юхнов (Калужская область)
Макаров (Сахалинская область)
Ядрин (Чувашская Республика-Чувашия)
Макарьев (Костромская область)
Макушино (Курганская область)
Ялуторовск (Тюменская область)
Малая Вишера (Новгородская область)
Янаул (Республика Башкортостан)
Малгобек (Республика Ингушетия)
Яранск (Кировская область)
Малмыж (Кировская область)
Яровое (Алтайский край)
Малоархангельск (Орловская область)
Малоярославец (Калужская область)
Ярцево (Смоленская область)
Мамадыш (Республика Татарстан)
Ясногорск (Тульская область)
Мамоново (Калининградская область)
Ясный (Оренбургская область)
Мантурово (Костромская область)
Яхрома (Московская область)
